loyalty_number,province,gender,education,salary,marital_status,loyalty_card,customer_lifetime_value,enrollment_type,total_flights,engagement_status,lifespan,enrollment_date
530517,Quebec,Female,Bachelor,67467.0,Single,Star,2488.24,Standard,25,Engaged,1,2017-05-01
530613,Ontario,Female,High School or Below,51522.0,Married,Aurora,6903.95,Standard,32,Engaged,3,2015-05-01
530621,British Columbia,Male,Bachelor,85130.0,Married,Star,7980.49,Standard,21,Engaged,0,2018-05-01
530666,Nova Scotia,Male,Bachelor,47544.0,Married,Nova,9294.55,Standard,38,Engaged,5,2013-06-01
530770,British Columbia,Male,College,66801.5,Married,Aurora,7399.03,Standard,40,Engaged,5,2013-03-01
530833,Alberta,Male,College,66801.5,Married,Star,2189.64,Standard,43,Engaged,2,2016-05-01
530839,Nova Scotia,Male,Bachelor,91285.0,Married,Nova,7356.56,Standard,31,Engaged,2,2016-06-01
530880,British Columbia,Male,Bachelor,62112.0,Single,Aurora,30763.26,Standard,44,Engaged,5,2013-10-01
530955,Saskatchewan,Female,Bachelor,61980.0,Married,Aurora,11533.48,Standard,29,Engaged,5,2013-08-01
530978,Ontario,Male,Doctor,187913.0,Married,Aurora,4980.19,Standard,43,Engaged,4,2014-09-01
531052,British Columbia,Male,Bachelor,104952.0,Married,Star,14091.19,Standard,33,Engaged,2,2016-07-01
531201,British Columbia,Female,College,67178.0,Married,Star,4419.54,Standard,0,Disengaged,6,2012-08-01
531286,Ontario,Female,Bachelor,61515.0,Married,Aurora,4944.24,Standard,32,Engaged,4,2014-08-01
531290,British Columbia,Female,Bachelor,47597.0,Married,Nova,25360.1,Standard,21,Engaged,1,2017-11-01
531293,British Columbia,Female,Master,128691.0,Single,Nova,4130.63,Standard,21,Engaged,4,2014-07-01
531398,British Columbia,Male,Bachelor,69720.0,Married,Star,15477.28,Standard,26,Engaged,1,2017-04-01
531430,Ontario,Female,Bachelor,89435.0,Divorced,Star,2619.34,Standard,48,Engaged,2,2016-05-01
531514,Ontario,Male,College,66801.5,Married,Aurora,5830.56,Standard,44,Engaged,5,2013-02-01
531515,Alberta,Male,Bachelor,76606.0,Married,Nova,2764.49,Standard,30,Engaged,1,2017-07-01
531619,Ontario,Male,Bachelor,73442.0,Married,Nova,2891.73,Standard,45,Engaged,3,2015-08-01
531793,British Columbia,Male,Bachelor,57546.0,Single,Star,4739.86,Standard,42,Engaged,2,2016-05-01
531841,Ontario,Female,College,67178.0,Married,Star,2436.4,Standard,37,Engaged,5,2013-12-01
531868,Ontario,Male,Master,71559.0,Married,Nova,9787.81,Standard,38,Engaged,2,2016-08-01
531976,British Columbia,Male,College,66801.5,Single,Aurora,6732.97,Standard,43,Engaged,4,2014-12-01
532203,Ontario,Male,College,66801.5,Married,Nova,5619.69,Standard,40,Engaged,3,2015-12-01
532333,Quebec,Male,Master,111948.0,Married,Aurora,5926.73,Standard,41,Engaged,5,2013-06-01
532376,British Columbia,Male,Bachelor,54205.0,Married,Star,2841.44,Standard,1,Disengaged,0,2018-07-01
532378,British Columbia,Male,Bachelor,64387.0,Divorced,Star,4299.84,Standard,42,Engaged,3,2015-09-01
532419,British Columbia,Male,Bachelor,35424.0,Single,Star,38496.95,2018 Promotion,29,Engaged,0,2018-02-01
532422,Ontario,Male,Bachelor,73930.0,Married,Star,3402.78,Standard,44,Engaged,5,2013-02-01
532464,British Columbia,Female,Bachelor,69696.0,Single,Nova,11009.13,Standard,38,Engaged,1,2017-01-01
532592,Quebec,Male,Bachelor,73211.0,Married,Aurora,9118.15,Standard,45,Engaged,5,2013-01-01
532759,British Columbia,Female,Doctor,186861.0,Married,Nova,8432.82,Standard,25,Engaged,1,2017-10-01
532813,Ontario,Male,Doctor,203301.0,Married,Aurora,5040.78,Standard,37,Engaged,5,2013-08-01
532832,British Columbia,Female,Bachelor,61262.0,Married,Star,12692.67,Standard,49,Engaged,0,2018-11-01
532978,Ontario,Male,High School or Below,80604.0,Married,Star,2648.35,Standard,26,Engaged,4,2014-10-01
532997,Ontario,Female,Bachelor,63022.0,Married,Aurora,31316.61,Standard,39,Engaged,2,2016-07-01
533198,Alberta,Female,Bachelor,69357.0,Married,Nova,8547.59,Standard,38,Engaged,2,2016-08-01
533302,British Columbia,Male,College,66801.5,Single,Nova,5585.31,Standard,41,Engaged,6,2012-08-01
533365,Ontario,Male,College,66801.5,Married,Aurora,9657.58,Standard,31,Engaged,6,2012-11-01
533391,Ontario,Female,Bachelor,53638.0,Divorced,Nova,3147.97,Standard,20,Disengaged,0,2018-01-01
533470,Ontario,Female,College,67178.0,Single,Star,2243.47,Standard,34,Engaged,5,2013-01-01
533488,Quebec,Male,Bachelor,66226.0,Married,Star,2580.85,Standard,9,Disengaged,0,2018-08-01
533509,Alberta,Female,Bachelor,91673.0,Married,Star,5773.52,Standard,60,Engaged,2,2016-02-01
533539,Alberta,Male,College,66801.5,Single,Nova,32654.84,Standard,37,Engaged,2,2016-06-01
533638,Ontario,Male,Bachelor,91239.0,Married,Nova,5838.9,Standard,45,Engaged,2,2016-12-01
533666,Quebec,Male,College,66801.5,Divorced,Star,4830.91,Standard,26,Engaged,4,2014-11-01
533742,Ontario,Male,Bachelor,48567.0,Married,Star,4437.84,Standard,29,Engaged,6,2012-05-01
533766,British Columbia,Male,College,66801.5,Single,Star,4893.29,Standard,26,Engaged,6,2012-10-01
533950,Alberta,Female,Bachelor,58671.0,Married,Aurora,9880.39,Standard,25,Engaged,5,2013-01-01
534009,Quebec,Female,Bachelor,57101.0,Divorced,Nova,7732.39,Standard,37,Engaged,2,2016-03-01
534151,British Columbia,Male,Bachelor,57815.0,Divorced,Nova,7903.99,Standard,31,Engaged,1,2017-07-01
534452,Quebec,Male,College,66801.5,Single,Star,8178.52,Standard,41,Engaged,4,2014-06-01
534464,Ontario,Female,Bachelor,87286.0,Married,Star,6242.6,Standard,39,Engaged,6,2012-08-01
534481,Ontario,Female,College,67178.0,Single,Nova,12067.46,Standard,29,Engaged,2,2016-01-01
534505,Ontario,Male,Bachelor,70853.0,Divorced,Aurora,8535.11,Standard,0,Disengaged,6,2012-05-01
534571,Ontario,Female,Bachelor,59152.0,Divorced,Star,10856.18,Standard,0,Disengaged,0,2018-07-01
534649,Manitoba,Male,Doctor,198691.0,Divorced,Star,2395.57,Standard,24,Engaged,3,2015-09-01
534716,Ontario,Male,Bachelor,59712.0,Married,Star,4881.3,Standard,48,Engaged,2,2016-01-01
534734,Ontario,Female,Bachelor,59362.0,Married,Star,8936.82,Standard,36,Engaged,4,2014-11-01
534764,British Columbia,Female,Doctor,282677.0,Married,Star,8420.43,Standard,5,Disengaged,0,2018-08-01
534794,Manitoba,Male,Bachelor,66905.0,Married,Star,4708.2,Standard,0,Disengaged,6,2012-05-01
534805,Ontario,Female,College,67178.0,Single,Nova,5208.35,Standard,8,Disengaged,0,2018-09-01
534813,Quebec,Female,Bachelor,75793.0,Divorced,Star,2578.84,Standard,39,Engaged,1,2017-02-01
534904,Ontario,Male,Bachelor,75487.0,Married,Nova,4540.38,Standard,25,Engaged,5,2013-01-01
534905,Quebec,Female,Bachelor,62421.0,Married,Aurora,8113.96,Standard,28,Engaged,5,2013-05-01
534972,Manitoba,Male,Doctor,90083.0,Married,Star,9416.28,Standard,45,Engaged,3,2015-01-01
535151,Alberta,Female,College,67178.0,Married,Nova,20216.31,Standard,35,Engaged,6,2012-05-01
535233,Ontario,Male,Bachelor,51070.0,Single,Aurora,7950.18,Standard,30,Engaged,4,2014-12-01
535251,Ontario,Female,Bachelor,66019.0,Married,Nova,8119.83,Standard,33,Engaged,5,2013-02-01
535320,Nova Scotia,Male,College,66801.5,Single,Star,5568.95,Standard,31,Engaged,6,2012-12-01
535327,Ontario,Female,Bachelor,59510.0,Single,Star,9075.77,Standard,2,Disengaged,0,2018-10-01
535367,British Columbia,Female,Bachelor,52718.0,Married,Star,8595.15,Standard,29,Engaged,2,2016-04-01
535413,Quebec,Male,Bachelor,64165.0,Married,Nova,2874.07,Standard,15,Disengaged,0,2018-01-01
535436,Quebec,Female,Doctor,267656.0,Married,Nova,3312.18,Standard,34,Engaged,2,2016-03-01
535482,Ontario,Male,Bachelor,58565.0,Married,Aurora,11760.88,Standard,31,Engaged,6,2012-07-01
535539,British Columbia,Male,Bachelor,53453.0,Married,Nova,5354.61,Standard,46,Engaged,2,2016-06-01
535544,New Brunswick,Male,Bachelor,47215.0,Single,Star,5638.93,Standard,46,Engaged,5,2013-05-01
535587,British Columbia,Male,Bachelor,104674.0,Married,Nova,9189.52,Standard,37,Engaged,4,2014-10-01
535852,Ontario,Male,Bachelor,67604.0,Married,Nova,7715.1,Standard,33,Engaged,5,2013-03-01
535892,British Columbia,Male,Bachelor,87896.0,Married,Nova,9028.31,Standard,43,Engaged,4,2014-01-01
535944,Ontario,Male,Bachelor,101352.0,Married,Star,3808.12,Standard,54,Engaged,4,2014-08-01
536018,Ontario,Male,Bachelor,51478.0,Single,Star,2545.22,Standard,30,Engaged,3,2015-04-01
536021,Ontario,Female,Bachelor,50795.0,Divorced,Star,4784.96,Standard,7,Disengaged,2,2016-05-01
536066,Alberta,Female,Doctor,254243.0,Married,Star,4885.16,Standard,51,Engaged,4,2014-04-01
536082,New Brunswick,Male,Master,100935.0,Married,Aurora,5595.97,Standard,34,Engaged,3,2015-12-01
536092,Quebec,Male,Bachelor,82891.0,Married,Aurora,7536.07,Standard,33,Engaged,3,2015-02-01
536124,Quebec,Female,Bachelor,64458.0,Married,Star,7505.77,Standard,22,Engaged,1,2017-09-01
536186,British Columbia,Female,Bachelor,70544.0,Married,Nova,3981.78,Standard,38,Engaged,4,2014-06-01
536371,British Columbia,Female,Bachelor,82573.0,Single,Nova,23086.36,Standard,9,Disengaged,0,2018-06-01
536409,Manitoba,Male,College,66801.5,Married,Aurora,7494.09,Standard,23,Engaged,1,2017-05-01
536485,Ontario,Female,Doctor,204125.0,Married,Star,2702.69,Standard,38,Engaged,6,2012-07-01
536517,Ontario,Male,College,66801.5,Single,Nova,7654.23,Standard,31,Engaged,6,2012-12-01
536535,Newfoundland,Male,Bachelor,51667.0,Married,Star,4892.63,Standard,39,Engaged,6,2012-10-01
536567,Alberta,Male,Bachelor,80697.0,Married,Star,3919.37,Standard,56,Engaged,2,2016-05-01
536577,New Brunswick,Male,College,66801.5,Single,Nova,3703.4,Standard,31,Engaged,1,2017-04-01
536603,Ontario,Female,Bachelor,96716.0,Married,Star,5452.17,Standard,26,Engaged,1,2017-11-01
536671,Alberta,Male,College,66801.5,Single,Star,2224.77,Standard,50,Engaged,4,2014-11-01
536794,Alberta,Female,Bachelor,50789.0,Divorced,Aurora,14536.79,Standard,35,Engaged,4,2014-01-01
536823,Quebec,Male,Bachelor,75231.0,Single,Star,13770.98,Standard,37,Engaged,4,2014-05-01
536941,Quebec,Female,Bachelor,77934.0,Married,Nova,10016.29,Standard,15,Disengaged,1,2017-10-01
536959,Newfoundland,Female,College,67178.0,Married,Star,4927.71,Standard,0,Disengaged,0,2018-12-01
537013,Ontario,Male,College,66801.5,Single,Nova,17966.29,Standard,39,Engaged,4,2014-01-01
537038,British Columbia,Male,Bachelor,74466.0,Married,Star,5431.22,Standard,34,Engaged,5,2013-05-01
537124,Nova Scotia,Male,Bachelor,83710.0,Married,Nova,2776.77,Standard,36,Engaged,4,2014-10-01
537132,British Columbia,Female,Bachelor,83742.0,Married,Nova,5635.4,Standard,34,Engaged,3,2015-04-01
537387,Ontario,Male,Bachelor,62259.0,Married,Star,3746.75,Standard,54,Engaged,3,2015-06-01
537397,Ontario,Male,Bachelor,88493.0,Married,Nova,7988.26,Standard,36,Engaged,5,2013-08-01
537405,Quebec,Male,Bachelor,33794.0,Married,Star,7777.2,2018 Promotion,48,Engaged,0,2018-02-01
537613,British Columbia,Female,Bachelor,81589.0,Married,Star,3975.32,Standard,44,Engaged,4,2014-05-01
537701,Saskatchewan,Female,Bachelor,53637.0,Married,Aurora,7540.58,Standard,48,Engaged,2,2016-09-01
537711,British Columbia,Female,College,67178.0,Single,Nova,4031.54,Standard,37,Engaged,1,2017-03-01
537722,British Columbia,Male,Bachelor,61649.0,Married,Star,8208.93,Standard,37,Engaged,3,2015-10-01
537795,Ontario,Male,Master,114551.0,Single,Star,4334.06,Standard,52,Engaged,4,2014-07-01
537829,Quebec,Male,College,66801.5,Single,Nova,3834.21,Standard,8,Disengaged,0,2018-07-01
537852,Alberta,Female,College,67178.0,Single,Star,6185.1,Standard,43,Engaged,2,2016-08-01
537887,Quebec,Male,Bachelor,70856.0,Married,Nova,8849.69,Standard,18,Disengaged,1,2017-10-01
537907,Ontario,Male,Bachelor,57734.0,Single,Star,29194.37,Standard,44,Engaged,4,2014-09-01
537914,Ontario,Male,College,66801.5,Divorced,Star,2435.25,Standard,12,Disengaged,1,2017-05-01
537990,British Columbia,Male,Bachelor,77583.0,Divorced,Nova,9536.34,Standard,35,Engaged,3,2015-07-01
538042,British Columbia,Female,High School or Below,45384.0,Married,Nova,4726.87,Standard,36,Engaged,3,2015-12-01
538341,Quebec,Female,Bachelor,88478.0,Married,Nova,3358.66,Standard,41,Engaged,4,2014-07-01
538507,British Columbia,Male,Bachelor,101936.0,Divorced,Nova,7659.5,Standard,31,Engaged,1,2017-02-01
538550,British Columbia,Male,Bachelor,68938.0,Single,Aurora,10737.68,Standard,34,Engaged,5,2013-06-01
538760,British Columbia,Female,College,67178.0,Single,Nova,5846.42,Standard,19,Disengaged,1,2017-12-01
538770,British Columbia,Male,Bachelor,91018.0,Married,Aurora,8797.83,Standard,34,Engaged,3,2015-03-01
538795,Quebec,Male,Bachelor,51034.0,Married,Nova,13411.31,Standard,17,Disengaged,1,2017-08-01
538854,British Columbia,Female,High School or Below,46142.0,Married,Star,2869.3,Standard,49,Engaged,3,2015-09-01
538877,British Columbia,Male,Bachelor,78830.0,Married,Aurora,8646.5,Standard,57,Engaged,2,2016-04-01
538902,British Columbia,Female,College,67178.0,Single,Star,4463.0,Standard,15,Disengaged,1,2017-10-01
538949,British Columbia,Male,Bachelor,58479.0,Single,Nova,5016.55,Standard,20,Disengaged,0,2018-05-01
538979,Ontario,Female,Bachelor,63029.0,Single,Star,4645.57,Standard,20,Disengaged,1,2017-08-01
539106,Ontario,Female,Bachelor,82675.0,Single,Star,4118.59,Standard,33,Engaged,4,2014-06-01
539144,British Columbia,Female,College,67178.0,Married,Nova,3798.32,Standard,33,Engaged,5,2013-06-01
539322,Alberta,Male,High School or Below,76565.0,Married,Aurora,8581.28,Standard,37,Engaged,1,2017-06-01
539358,Quebec,Male,Master,108218.0,Married,Star,4755.19,Standard,43,Engaged,4,2014-08-01
539370,Manitoba,Female,Bachelor,94568.0,Married,Nova,3309.25,Standard,26,Engaged,1,2017-04-01
539436,Quebec,Female,College,67178.0,Single,Star,2141.98,Standard,31,Engaged,4,2014-08-01
539505,British Columbia,Female,College,67178.0,Single,Nova,39400.19,Standard,1,Disengaged,0,2018-10-01
539537,British Columbia,Female,College,67178.0,Married,Star,4726.96,Standard,49,Engaged,2,2016-08-01
539599,Ontario,Male,Bachelor,57526.0,Married,Star,5552.33,Standard,5,Disengaged,0,2018-11-01
539674,Ontario,Female,Bachelor,48178.0,Single,Nova,4876.32,Standard,45,Engaged,6,2012-11-01
539704,Ontario,Male,Bachelor,89755.0,Divorced,Star,7283.93,Standard,51,Engaged,3,2015-05-01
539742,Alberta,Female,Bachelor,103607.0,Married,Nova,4880.34,Standard,46,Engaged,3,2015-07-01
539746,Manitoba,Female,Bachelor,73702.0,Married,Star,2656.99,Standard,15,Disengaged,0,2018-06-01
539760,Ontario,Female,Bachelor,60278.0,Married,Nova,28393.33,Standard,40,Engaged,2,2016-05-01
539776,British Columbia,Male,Bachelor,86583.0,Divorced,Star,5565.69,Standard,32,Engaged,1,2017-02-01
540011,Nova Scotia,Female,Bachelor,93320.0,Married,Star,7334.52,Standard,41,Engaged,5,2013-06-01
540109,British Columbia,Female,Bachelor,89302.0,Divorced,Aurora,10479.9,Standard,35,Engaged,6,2012-09-01
540112,Nova Scotia,Female,Bachelor,67500.0,Married,Aurora,21151.23,Standard,48,Engaged,6,2012-06-01
540142,Manitoba,Female,College,67178.0,Single,Star,13883.33,Standard,31,Engaged,6,2012-09-01
540268,British Columbia,Female,Bachelor,60360.0,Married,Nova,4090.75,Standard,16,Disengaged,1,2017-09-01
540291,British Columbia,Male,Bachelor,79245.0,Married,Star,8435.18,Standard,0,Disengaged,0,2018-12-01
540316,Quebec,Female,Bachelor,70333.0,Married,Aurora,7480.71,Standard,38,Engaged,4,2014-12-01
540380,Quebec,Female,Bachelor,61813.0,Married,Aurora,12731.95,Standard,11,Disengaged,0,2018-06-01
540497,Quebec,Female,College,67178.0,Single,Star,4705.59,Standard,28,Engaged,1,2017-07-01
540548,Ontario,Female,Bachelor,92646.0,Married,Nova,46805.22,Standard,38,Engaged,2,2016-12-01
540551,Quebec,Male,Bachelor,70933.0,Married,Star,2660.93,Standard,38,Engaged,2,2016-03-01
540628,Ontario,Male,Bachelor,86388.0,Single,Star,5595.39,Standard,40,Engaged,2,2016-02-01
540715,British Columbia,Male,Bachelor,87231.0,Married,Star,9581.28,2018 Promotion,42,Engaged,0,2018-04-01
540751,Ontario,Male,College,66801.5,Married,Nova,4656.49,Standard,43,Engaged,2,2016-11-01
540756,Ontario,Female,Bachelor,65935.0,Divorced,Nova,8427.17,Standard,25,Engaged,4,2014-03-01
540836,Ontario,Male,Bachelor,74726.0,Married,Star,15806.53,Standard,0,Disengaged,0,2018-10-01
540905,British Columbia,Male,Bachelor,52496.0,Married,Star,2585.21,Standard,36,Engaged,3,2015-12-01
540918,Ontario,Male,Bachelor,76153.0,Married,Star,4666.64,Standard,45,Engaged,3,2015-09-01
540966,Ontario,Male,Bachelor,55109.0,Single,Nova,3520.7,Standard,26,Engaged,3,2015-02-01
541000,Ontario,Male,College,66801.5,Married,Nova,7736.46,Standard,35,Engaged,4,2014-06-01
541008,Ontario,Male,Bachelor,59783.0,Divorced,Star,3963.4,2018 Promotion,51,Engaged,0,2018-04-01
541009,Alberta,Male,College,66801.5,Single,Star,5170.81,Standard,60,Engaged,5,2013-02-01
541037,Quebec,Female,Bachelor,65857.0,Married,Star,12244.9,2018 Promotion,63,Engaged,0,2018-03-01
541078,Nova Scotia,Male,Bachelor,68089.0,Married,Star,4739.35,Standard,27,Engaged,1,2017-10-01
541163,Manitoba,Male,Bachelor,66246.0,Married,Nova,4063.33,Standard,32,Engaged,2,2016-07-01
541178,British Columbia,Male,Bachelor,65760.0,Single,Star,2364.43,Standard,54,Engaged,5,2013-08-01
541239,Nova Scotia,Female,Doctor,196703.0,Divorced,Star,8579.89,Standard,21,Engaged,1,2017-07-01
541358,Ontario,Female,Bachelor,79657.0,Divorced,Nova,5633.74,Standard,38,Engaged,2,2016-06-01
541410,Manitoba,Female,Bachelor,59401.0,Married,Aurora,8516.75,Standard,6,Disengaged,0,2018-09-01
541435,Nova Scotia,Female,Bachelor,64417.0,Single,Star,12036.62,Standard,54,Engaged,0,2018-11-01
541557,Quebec,Male,College,66801.5,Single,Star,21159.3,Standard,44,Engaged,3,2015-03-01
541564,Quebec,Male,Bachelor,61809.0,Married,Star,4282.95,Standard,43,Engaged,5,2013-07-01
541741,Quebec,Male,Bachelor,53522.0,Divorced,Nova,8697.88,Standard,31,Engaged,1,2017-06-01
541751,Ontario,Female,College,67178.0,Married,Nova,4916.41,Standard,29,Engaged,1,2017-11-01
541898,Ontario,Female,Bachelor,83349.0,Divorced,Aurora,5246.06,Standard,31,Engaged,1,2017-08-01
541961,Quebec,Male,College,66801.5,Single,Nova,13727.8,Standard,51,Engaged,4,2014-11-01
542002,British Columbia,Male,Bachelor,48210.0,Married,Star,5279.12,Standard,32,Engaged,2,2016-08-01
542014,Quebec,Female,Bachelor,87119.0,Married,Nova,4439.68,Standard,46,Engaged,3,2015-11-01
542043,Saskatchewan,Male,Bachelor,51656.0,Married,Nova,15445.66,Standard,33,Engaged,3,2015-08-01
542085,Alberta,Male,Bachelor,57461.0,Single,Star,11264.36,Standard,24,Engaged,6,2012-08-01
542118,Ontario,Female,Bachelor,59622.0,Single,Star,2647.52,Standard,33,Engaged,2,2016-09-01
542180,British Columbia,Female,High School or Below,72002.0,Married,Star,5348.07,Standard,36,Engaged,1,2017-03-01
542182,Ontario,Male,Bachelor,64308.0,Married,Nova,4854.36,Standard,34,Engaged,2,2016-02-01
542287,Quebec,Female,College,67178.0,Single,Nova,9029.94,Standard,34,Engaged,3,2015-07-01
542296,Ontario,Male,Doctor,70755.0,Divorced,Nova,11315.2,Standard,46,Engaged,5,2013-02-01
542574,British Columbia,Female,Bachelor,97856.0,Married,Nova,8861.15,Standard,2,Disengaged,0,2018-10-01
542636,British Columbia,Female,Bachelor,87510.0,Married,Aurora,9312.59,Standard,0,Disengaged,0,2018-11-01
542696,British Columbia,Female,Bachelor,72409.0,Married,Star,5380.9,Standard,39,Engaged,5,2013-10-01
542893,Alberta,Female,Bachelor,55544.0,Married,Nova,7694.06,Standard,41,Engaged,4,2014-09-01
542934,Quebec,Male,College,66801.5,Married,Star,3740.4,Standard,10,Disengaged,0,2018-09-01
542976,Quebec,Male,High School or Below,49830.0,Divorced,Star,24127.5,2018 Promotion,46,Engaged,0,2018-03-01
543119,British Columbia,Male,Bachelor,94621.0,Married,Star,5573.11,Standard,39,Engaged,2,2016-09-01
543285,Manitoba,Male,College,66801.5,Single,Aurora,13379.81,Standard,16,Disengaged,2,2016-12-01
543326,Ontario,Female,Bachelor,54456.0,Married,Star,6861.75,Standard,41,Engaged,5,2013-11-01
543422,Quebec,Male,College,66801.5,Married,Star,22029.15,Standard,45,Engaged,1,2017-01-01
543449,Quebec,Male,Bachelor,74651.0,Single,Star,7840.17,Standard,9,Disengaged,0,2018-07-01
543460,Quebec,Male,College,66801.5,Married,Star,5504.14,Standard,49,Engaged,5,2013-02-01
543478,Quebec,Male,Bachelor,61452.0,Married,Aurora,5421.02,Standard,22,Engaged,1,2017-10-01
543553,Ontario,Female,Master,72027.0,Single,Star,4386.28,Standard,2,Disengaged,0,2018-11-01
543693,Ontario,Female,Master,109361.0,Divorced,Star,2397.04,Standard,42,Engaged,2,2016-05-01
543852,Quebec,Female,Bachelor,101063.0,Married,Aurora,7074.4,Standard,38,Engaged,4,2014-03-01
543862,British Columbia,Female,Bachelor,70856.0,Married,Nova,8849.69,Standard,34,Engaged,6,2012-08-01
543901,Saskatchewan,Female,Bachelor,82587.0,Divorced,Star,2535.22,Standard,43,Engaged,4,2014-01-01
543918,Quebec,Male,High School or Below,40736.0,Married,Star,3896.57,Standard,52,Engaged,6,2012-11-01
543956,British Columbia,Female,College,67178.0,Single,Aurora,4990.34,2018 Promotion,47,Engaged,0,2018-02-01
543978,Ontario,Female,Bachelor,97676.0,Married,Aurora,5123.17,Standard,44,Engaged,3,2015-09-01
544167,Quebec,Male,Bachelor,46607.0,Married,Star,34611.38,Standard,28,Engaged,5,2013-08-01
544301,Ontario,Female,College,67178.0,Divorced,Star,34708.87,Standard,32,Engaged,1,2017-07-01
544337,British Columbia,Male,Bachelor,53443.0,Married,Nova,12128.45,Standard,43,Engaged,0,2018-05-01
544421,Ontario,Female,College,67178.0,Single,Aurora,7540.39,Standard,51,Engaged,5,2013-10-01
544493,Manitoba,Female,Bachelor,53287.0,Married,Aurora,8663.92,Standard,43,Engaged,6,2012-11-01
544561,New Brunswick,Male,College,66801.5,Single,Star,4927.07,Standard,29,Engaged,1,2017-04-01
544569,Quebec,Male,Doctor,100482.0,Married,Star,4914.73,Standard,29,Engaged,3,2015-01-01
544690,New Brunswick,Male,Bachelor,100822.0,Married,Star,2871.15,Standard,34,Engaged,1,2017-09-01
544752,British Columbia,Male,College,66801.5,Single,Star,7583.96,Standard,32,Engaged,3,2015-12-01
544837,Ontario,Male,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,53,Engaged,1,2017-05-01
544890,Manitoba,Female,Bachelor,49253.0,Married,Aurora,7806.14,Standard,32,Engaged,1,2017-01-01
545010,Ontario,Male,Bachelor,81571.0,Married,Star,7370.62,Standard,11,Disengaged,0,2018-08-01
545087,Ontario,Female,College,67178.0,Single,Star,2695.46,Standard,36,Engaged,1,2017-05-01
545127,Quebec,Male,Bachelor,78217.0,Married,Aurora,15251.58,Standard,32,Engaged,3,2015-07-01
545144,Quebec,Female,Bachelor,99084.0,Married,Star,5017.61,Standard,24,Engaged,1,2017-12-01
545179,Quebec,Female,Bachelor,76650.0,Married,Nova,5259.44,2018 Promotion,59,Engaged,0,2018-03-01
545278,Ontario,Male,College,66801.5,Married,Star,2570.76,Standard,37,Engaged,3,2015-09-01
545378,Ontario,Male,College,66801.5,Single,Nova,7521.28,Standard,33,Engaged,1,2017-03-01
545421,British Columbia,Male,Bachelor,58655.0,Married,Aurora,8110.54,Standard,24,Engaged,6,2012-07-01
545497,Quebec,Female,Doctor,164418.0,Married,Star,5586.97,Standard,40,Engaged,4,2014-11-01
545514,Alberta,Male,College,66801.5,Single,Nova,3540.9,Standard,0,Disengaged,0,2018-10-01
545534,Quebec,Female,College,67178.0,Single,Aurora,36181.03,Standard,40,Engaged,5,2013-04-01
545541,Nova Scotia,Male,Bachelor,83672.0,Married,Nova,4887.79,Standard,24,Engaged,5,2013-01-01
545567,Manitoba,Male,High School or Below,60802.0,Divorced,Nova,5445.37,Standard,48,Engaged,2,2016-05-01
545582,Alberta,Female,Bachelor,67332.0,Single,Nova,28685.83,Standard,44,Engaged,5,2013-01-01
545586,British Columbia,Male,Bachelor,48535.0,Single,Star,2658.22,Standard,26,Engaged,1,2017-10-01
545638,British Columbia,Male,Doctor,260474.0,Divorced,Star,8807.49,Standard,1,Disengaged,0,2018-11-01
545659,Ontario,Male,College,66801.5,Single,Star,8163.89,Standard,33,Engaged,5,2013-05-01
545744,Alberta,Male,Doctor,112641.0,Married,Nova,3832.12,Standard,26,Engaged,1,2017-02-01
545883,Ontario,Male,Bachelor,70040.0,Divorced,Star,7599.9,Standard,26,Engaged,5,2013-01-01
545889,British Columbia,Male,Bachelor,69119.0,Divorced,Nova,11516.41,Standard,0,Disengaged,0,2018-12-01
545917,British Columbia,Male,Bachelor,97115.0,Married,Aurora,6291.66,Standard,36,Engaged,3,2015-10-01
545947,British Columbia,Male,Bachelor,58070.0,Married,Nova,15797.99,Standard,47,Engaged,3,2015-06-01
546025,British Columbia,Female,Bachelor,57921.0,Single,Nova,3176.87,Standard,42,Engaged,4,2014-05-01
546039,Ontario,Male,Doctor,100760.0,Married,Star,4775.48,Standard,31,Engaged,6,2012-07-01
546163,British Columbia,Female,College,67178.0,Married,Nova,3324.55,2018 Promotion,60,Engaged,0,2018-03-01
546177,Ontario,Female,College,67178.0,Married,Aurora,17817.46,Standard,34,Engaged,2,2016-03-01
546231,Quebec,Male,Bachelor,91238.0,Married,Nova,3188.53,Standard,33,Engaged,3,2015-10-01
546259,Ontario,Male,Bachelor,55551.0,Married,Nova,7218.02,Standard,0,Disengaged,1,2017-03-01
546456,British Columbia,Male,College,66801.5,Married,Nova,2863.04,Standard,31,Engaged,6,2012-12-01
546665,British Columbia,Male,College,66801.5,Single,Aurora,5619.97,Standard,35,Engaged,5,2013-06-01
546736,British Columbia,Female,Bachelor,99133.0,Single,Star,28486.07,Standard,7,Disengaged,0,2018-08-01
546758,Ontario,Male,College,66801.5,Single,Star,4731.84,Standard,43,Engaged,5,2013-03-01
546773,British Columbia,Male,College,66801.5,Married,Star,52811.49,Standard,37,Engaged,3,2015-09-01
546796,Quebec,Male,Bachelor,69708.0,Married,Nova,5074.84,Standard,51,Engaged,4,2014-11-01
546827,Alberta,Female,College,67178.0,Married,Aurora,10169.37,Standard,34,Engaged,6,2012-05-01
